Date,Price
2023-01-01,100.0
2023-01-02,98.7367366989695
2023-01-03,100.99845472290491
2023-01-04,103.18795088388633
2023-01-05,100.40618623894831
2023-01-06,97.92828385156653
2023-01-07,95.10890888029382
2023-01-08,98.19452615878328
2023-01-09,98.35438500248726
2023-01-10,98.27898687193833
2023-01-11,99.23009371509175
2023-01-12,97.62053676660375
2023-01-13,97.3323313493732
2023-01-14,95.39383729390278
2023-01-15,96.39940395677554
2023-01-16,94.8548325972283
2023-01-17,95.4544627597559
2023-01-18,97.21472401914387
2023-01-19,97.03252156196979
2023-01-20,98.42547737452037
2023-01-21,96.42164655931275
2023-01-22,94.48982097244203
2023-01-23,94.85807719456409
2023-01-24,94.52529852139054
2023-01-25,92.28191271634036
2023-01-26,91.53429101313753
2023-01-27,93.4476451730694
2023-01-28,92.33791698063702
2023-01-29,92.38955022009617
2023-01-30,91.78517404926048
2023-01-31,92.10075877151695
2023-02-01,92.66464308256352
2023-02-02,93.61860302204687
2023-02-03,94.46792693964582
2023-02-04,95.82334123076073
2023-02-05,96.53695683786803
2023-02-06,96.87302420734002
2023-02-07,96.0370461992225
2023-02-08,91.12920594831691
2023-02-09,90.52683151954808
2023-02-10,89.31478352086577
2023-02-11,88.25806265524291
2023-02-12,85.68436765175794
2023-02-13,86.80318063346738
2023-02-14,84.08964629963235
2023-02-15,84.70473070760758
2023-02-16,84.37521058587431
2023-02-17,85.01215533422432
2023-02-18,86.29841310951711
2023-02-19,89.32687879177765
2023-02-20,91.45971230359042
2023-02-21,93.14310027318419
2023-02-22,95.48715336711858
2023-02-23,95.57919775978644
2023-02-24,95.73928912283122
2023-02-25,94.96808337467807
2023-02-26,95.47006639776815
2023-02-27,97.31776581896786
2023-02-28,97.2980889394207
2023-03-01,97.30922128063935
2023-03-02,96.26436091307102
2023-03-03,98.93942876716515
2023-03-04,98.98363000634434
2023-03-05,99.95170762570794
2023-03-06,99.62567161857974
2023-03-07,100.43116235927043
2023-03-08,97.36630086997457
2023-03-09,97.6004820652884
2023-03-10,96.58793278206277
2023-03-11,98.78660750321647
2023-03-12,100.11936304775992
2023-03-13,99.65340787212749
2023-03-14,98.43943882503835
2023-03-15,96.87600275624871
2023-03-16,97.8239319343121
2023-03-17,96.6837509139162
2023-03-18,99.5526700254682
2023-03-19,97.79001444475986
2023-03-20,96.7025604238939
2023-03-21,95.05673148261043
2023-03-22,92.72554003571236
2023-03-23,93.35912913896506
2023-03-24,92.08545540926713
2023-03-25,93.93944696216602
2023-03-26,94.00255975058886
2023-03-27,91.0126097723739
2023-03-28,89.68727768394518
2023-03-29,89.61104937044746
2023-03-30,91.5300010773217
2023-03-31,90.70995957059807
2023-04-01,90.20164091972171
2023-04-02,87.84385928483974
2023-04-03,89.70596816296512
2023-04-04,86.31836178375418
2023-04-05,86.65647023439064
2023-04-06,86.58581872059852
2023-04-07,87.0144941388593
2023-04-08,87.92150326873927
2023-04-09,89.49164534993153
2023-04-10,89.5137512580252
2023-04-11,86.87977808275576
2023-04-12,89.22465203591533
2023-04-13,88.25626191574594
2023-04-14,89.60547026160323
2023-04-15,89.13016217976764
2023-04-16,90.25775108220724
2023-04-17,90.16810376387484
2023-04-18,89.48647379589856
2023-04-19,90.81438417896148
2023-04-20,86.97024946102563
2023-04-21,86.40671166893644
2023-04-22,86.38663990047435
2023-04-23,86.86638261124844
2023-04-24,85.94646518159033
2023-04-25,83.09503363085572
2023-04-26,83.49999844732709
2023-04-27,81.76277527992633
2023-04-28,82.57927649609312
2023-04-29,83.0410909600545
2023-04-30,82.93996766349893
2023-05-01,85.07359778586802
2023-05-02,86.74256508590628
2023-05-03,85.1586511275492
2023-05-04,82.51463012530013
2023-05-05,84.42899045907805
2023-05-06,87.73983750805863
2023-05-07,86.58336701873321
2023-05-08,86.9560171340693
2023-05-09,85.47730784447367
2023-05-10,84.44510239143317
2023-05-11,88.7529664082757
2023-05-12,89.3523528214642
2023-05-13,89.42470907343785
2023-05-14,89.60082455603941
2023-05-15,87.6645179546261
2023-05-16,88.19021078572463
2023-05-17,91.00936211803844
2023-05-18,93.3061109106975
2023-05-19,92.47874665096923
2023-05-20,91.06085592654817
2023-05-21,92.09280833235587
2023-05-22,92.13038103496126
2023-05-23,91.92682347055622
2023-05-24,90.72356804392633
