Date,Price
2010-01-01,100.0
2010-01-02,99.41609240304967
2010-01-03,102.2840457818591
2010-01-04,99.52853863533926
2010-01-05,100.85205352310832
2010-01-06,100.1272621757934
2010-01-07,99.89409344969118
2010-01-08,99.4880723401356
2010-01-09,100.08100776497528
2010-01-10,99.21029083006303
2010-01-11,99.15530662743038
2010-01-12,100.23031420501711
2010-01-13,99.15824966319263
2010-01-14,99.92029310570543
2010-01-15,100.03396607235352
2010-01-16,100.48894620255271
2010-01-17,100.96708404965653
2010-01-18,102.12192818870449
2010-01-19,103.52490892331956
2010-01-20,102.83564455311763
2010-01-21,103.77085377958004
2010-01-22,106.5444986913756
2010-01-23,108.5963158216252
2010-01-24,108.40634299288887
2010-01-25,106.8390206130019
2010-01-26,106.00453896893471
2010-01-27,108.55982301116865
2010-01-28,106.51971147895377
2010-01-29,107.09287583855505
2010-01-30,107.80556056482017
2010-01-31,108.89711848925187
2010-02-01,109.40469642924018
2010-02-02,109.80351739186538
2010-02-03,111.3918020886034
2010-02-04,110.49748629645359
2010-02-05,111.67541447812549
2010-02-06,113.18309200243894
2010-02-07,112.3567425741767
2010-02-08,111.02330994763034
2010-02-09,109.77442422921425
2010-02-10,107.24062888909775
2010-02-11,107.75913365726676
2010-02-12,106.30597737647672
2010-02-13,104.99681294892362
2010-02-14,108.37682279995624
2010-02-15,109.56891129401397
2010-02-16,108.7536109063642
2010-02-17,107.82979237025238
2010-02-18,106.3331198627361
2010-02-19,107.33019535017635
2010-02-20,107.21117886779184
2010-02-21,108.02745394709844
2010-02-22,108.17898871236183
2010-02-23,108.05580242086793
2010-02-24,108.74121473966699
2010-02-25,106.22617401795141
2010-02-26,104.10914909524392
2010-02-27,103.19261309440347
2010-02-28,103.18003569040087
2010-03-01,104.29242490779772
2010-03-02,105.37421289285709
2010-03-03,105.64669916706266
2010-03-04,104.35799446052174
2010-03-05,103.62200274008737
2010-03-06,105.19006922062422
2010-03-07,106.24384603020268
2010-03-08,106.01815595251901
2010-03-09,107.51622169132294
2010-03-10,108.69375317869125
2010-03-11,107.07000444959384
2010-03-12,107.1186442356198
2010-03-13,107.40250813727764
2010-03-14,108.0696417103926
2010-03-15,106.99180091553885
2010-03-16,107.5371535529706
2010-03-17,108.52002104743536
2010-03-18,107.62505006188616
2010-03-19,109.21391121519157
2010-03-20,108.50496385362943
2010-03-21,110.06483860703602
2010-03-22,111.36074820560002
2010-03-23,110.62324186785317
2010-03-24,113.46673467013655
2010-03-25,114.4740387673624
2010-03-26,116.39456207647666
2010-03-27,115.47499594350361
2010-03-28,117.56806502365555
2010-03-29,119.7502483732204
2010-03-30,120.9380264165298
2010-03-31,120.49563753773647
2010-04-01,122.1790252079265
2010-04-02,120.36312447145083
2010-04-03,119.4555344366093
2010-04-04,118.2236015444322
2010-04-05,119.05301831491207
2010-04-06,119.51637937972363
2010-04-07,117.86514625719
2010-04-08,118.47924488320824
2010-04-09,116.77039361084817
2010-04-10,117.01012048762739
2010-04-11,117.1193419517708
2010-04-12,117.87599375033919
2010-04-13,119.99500132907349
2010-04-14,118.32125733419909
2010-04-15,117.06088091751339
2010-04-16,115.96806124663728
2010-04-17,116.4776356496344
2010-04-18,115.9019744614639
2010-04-19,115.5396773417119
2010-04-20,114.76079075249999
2010-04-21,113.68589855385625
2010-04-22,113.64568534639638
2010-04-23,113.48290492542856
2010-04-24,115.18808994304084
2010-04-25,118.99105166684608
2010-04-26,118.41709376826947
2010-04-27,117.4715551638645
2010-04-28,116.8569637945574
2010-04-29,117.64492063851885
2010-04-30,118.26495627290937
2010-05-01,117.68165500302081
2010-05-02,119.5864694900992
2010-05-03,120.85764160698322
2010-05-04,121.71668117439167
2010-05-05,119.05522232860721
2010-05-06,119.68962340259051
2010-05-07,120.03382774318946
2010-05-08,120.83503937861126
2010-05-09,120.08394699161579
2010-05-10,119.7357083311805
2010-05-11,121.10981640141175
2010-05-12,123.61261843343297
2010-05-13,121.68780966025997
2010-05-14,123.63102891962514
2010-05-15,124.58078419865812
2010-05-16,127.20902653051984
2010-05-17,127.26096790456708
2010-05-18,126.93245321778814
2010-05-19,126.54270864318806
2010-05-20,127.43169685168523
2010-05-21,129.62837318790056
2010-05-22,128.27033804263112
2010-05-23,130.45404251332846
2010-05-24,130.9799672281462
2010-05-25,130.148099541636
2010-05-26,129.2543668649447
2010-05-27,129.7041775684288
2010-05-28,129.64427806214988
2010-05-29,129.18985582700248
2010-05-30,129.9031240644203
2010-05-31,130.22896038067847
2010-06-01,131.53082712617027
2010-06-02,129.69929958968356
2010-06-03,129.43103963485842
