Date,Price
2010-01-01,100.0
2010-01-02,100.85427976597354
2010-01-03,100.78007920466298
2010-01-04,101.66027018309971
2010-01-05,103.239727155735
2010-01-06,105.6107785902795
2010-01-07,106.59849117806732
2010-01-08,108.87427673974214
2010-01-09,110.17632677651693
2010-01-10,111.28299730437766
2010-01-11,110.72433510786502
2010-01-12,111.79825497205151
2010-01-13,111.84901295099647
2010-01-14,110.7365823347633
2010-01-15,109.78245082735776
2010-01-16,109.09643024043571
2010-01-17,108.51282810294681
2010-01-18,109.63814060551698
2010-01-19,111.57775500063075
2010-01-20,111.06123578361266
2010-01-21,109.8578897759668
2010-01-22,111.00358424688983
2010-01-23,113.88827929731755
2010-01-24,113.12571655940684
2010-01-25,111.4643940792608
2010-01-26,114.24777806686222
2010-01-27,114.51919684571602
2010-01-28,114.748396391966
2010-01-29,115.00343692366755
2010-01-30,117.06832766285139
2010-01-31,118.5235590708447
2010-02-01,118.91951410633308
2010-02-02,119.09794397651457
2010-02-03,120.30830934116547
2010-02-04,120.24435657414676
2010-02-05,121.64678995244167
2010-02-06,121.29942455503736
2010-02-07,121.84996100812045
2010-02-08,125.0869337578119
2010-02-09,124.2584664325638
2010-02-10,125.59049294417723
2010-02-11,129.7054075782969
2010-02-12,128.01822281647054
2010-02-13,131.34902525922223
2010-02-14,130.69233379853253
2010-02-15,131.2146051501294
2010-02-16,133.18857985377568
2010-02-17,133.32454378042027
2010-02-18,132.62662485538905
2010-02-19,132.10365059928134
2010-02-20,130.49095013328707
2010-02-21,128.81597539910527
2010-02-22,128.995563231859
2010-02-23,131.3915998476257
2010-02-24,131.1853931725768
2010-02-25,132.9153264681826
2010-02-26,127.95956562536364
2010-02-27,125.9219675236237
2010-02-28,128.55490493924455
2010-03-01,126.50242029964079
2010-03-02,124.93957246921246
2010-03-03,124.34298135904318
2010-03-04,125.33429650153273
2010-03-05,125.52437967767183
2010-03-06,125.61537405652282
2010-03-07,125.71580517564513
2010-03-08,125.79224185554094
2010-03-09,124.07533475749048
2010-03-10,123.49381637098223
2010-03-11,125.65702552284623
2010-03-12,127.05202842715586
2010-03-13,127.86418171340806
2010-03-14,130.27812068995263
2010-03-15,129.74326824728078
2010-03-16,131.86843926362246
2010-03-17,131.87337550205774
2010-03-18,133.95576864199722
2010-03-19,133.8608729637549
2010-03-20,132.73065066186092
2010-03-21,134.26943403419125
2010-03-22,133.21989914444424
2010-03-23,135.77969207140666
2010-03-24,137.0535812270323
2010-03-25,139.03410375262516
2010-03-26,138.91372869681956
2010-03-27,140.91675008686917
2010-03-28,141.86115511941415
2010-03-29,143.5819686892322
2010-03-30,145.3677192967613
2010-03-31,147.1246066959724
2010-04-01,145.7510239640023
2010-04-02,148.35607830685893
2010-04-03,148.30189811312655
2010-04-04,150.8628582062545
2010-04-05,152.12355652011632
2010-04-06,151.3494073297641
2010-04-07,152.33364897784074
2010-04-08,151.95644998137493
2010-04-09,151.18922794282372
2010-04-10,153.22707968017204
2010-04-11,151.64395866723285
2010-04-12,153.01938582720717
2010-04-13,153.0436026031339
2010-04-14,151.00530491803514
2010-04-15,151.4232692802196
2010-04-16,153.23257982453214
2010-04-17,153.21805577251834
2010-04-18,157.15745275098107
2010-04-19,157.909507434084
2010-04-20,158.80279654948652
2010-04-21,163.156801907274
2010-04-22,165.02885140382105
2010-04-23,164.65326049463354
2010-04-24,168.5865281922176
2010-04-25,169.3912217467788
2010-04-26,165.18552771188715
2010-04-27,163.90193993729594
2010-04-28,158.85447153269754
2010-04-29,155.10824642206978
2010-04-30,154.77023748046997
2010-05-01,155.97672945370851
2010-05-02,151.52473201090947
2010-05-03,151.41030274063
2010-05-04,148.9637108542923
2010-05-05,149.726779996419
2010-05-06,151.45630176828334
2010-05-07,150.36707703064772
2010-05-08,152.0489428299355
2010-05-09,150.39356568762506
2010-05-10,149.48566798748212
2010-05-11,147.81042607129237
2010-05-12,150.38695836781494
2010-05-13,152.84416591695262
2010-05-14,152.36826896598302
2010-05-15,148.4236082106756
2010-05-16,147.72837271000313
2010-05-17,147.03672324180673
2010-05-18,148.4656859197081
2010-05-19,150.16787792002825
2010-05-20,148.5657371003934
2010-05-21,146.5754275451582
2010-05-22,144.13394897541818
2010-05-23,143.485215043789
2010-05-24,144.0339448805113
2010-05-25,141.58825198898904
2010-05-26,141.71446490486375
2010-05-27,139.45851815989374
2010-05-28,135.37284525323057
2010-05-29,135.186699623833
2010-05-30,135.4807055336436
2010-05-31,134.09380606133715
2010-06-01,135.33393014381483
2010-06-02,135.55444205463877
2010-06-03,136.97935958207
2010-06-04,139.4974169903954
2010-06-05,140.43156410653685
2010-06-06,142.12605875217085
2010-06-07,141.19548220615664
2010-06-08,142.4324726991203
2010-06-09,145.3710774631176
2010-06-10,145.75030378663453
2010-06-11,147.4978737824331
2010-06-12,147.2256507835431
2010-06-13,148.5721860468325
2010-06-14,143.54957593576228
2010-06-15,144.2981882169172
2010-06-16,146.05185508648
2010-06-17,144.92235674580667
2010-06-18,142.77417738874686
2010-06-19,142.2139906181175
2010-06-20,143.61636429132443
2010-06-21,144.06033611700718
2010-06-22,143.29661556788517
2010-06-23,141.28172477211734
2010-06-24,143.76615745432406
2010-06-25,140.75141614247144
2010-06-26,142.3105960917478
2010-06-27,146.8796137235607
2010-06-28,143.29621066892796
2010-06-29,144.1526675618247
2010-06-30,146.32278904223563
2010-07-01,144.3824623045608
2010-07-02,146.9647864637052
2010-07-03,143.89589586573928
2010-07-04,143.28060201144
2010-07-05,143.53916869205133
2010-07-06,144.43336235663463
2010-07-07,143.96629937335624
2010-07-08,143.86464782646476
2010-07-09,143.18821040876895
2010-07-10,141.19627525715384
2010-07-11,145.43469433328374
2010-07-12,144.10343010640509
2010-07-13,146.3494695729454
2010-07-14,142.45753576370075
2010-07-15,143.2141125048534
2010-07-16,147.12050717244364
2010-07-17,149.47611952156433
2010-07-18,151.46206661932948
2010-07-19,150.58423676625446
2010-07-20,151.17847347918595
2010-07-21,150.45293652940637
2010-07-22,149.7707493764248
2010-07-23,148.3895579186741
2010-07-24,147.98747365864466
2010-07-25,146.98074018688934
2010-07-26,143.64369046403309
2010-07-27,142.96484313793988
2010-07-28,142.40525999677973
2010-07-29,144.57012355839154
2010-07-30,143.40757855424877
2010-07-31,143.205218226725
2010-08-01,142.00512957213815
2010-08-02,140.92355741242685
2010-08-03,142.31041459609764
2010-08-04,143.59835509370882
2010-08-05,144.30918415994103
2010-08-06,145.4107458128668
2010-08-07,145.29627612355807
2010-08-08,146.21244618763836
2010-08-09,145.18208502062555
2010-08-10,142.40045552743942
2010-08-11,138.66823157992215
2010-08-12,140.80554765805564
2010-08-13,139.74206245869254
2010-08-14,143.99591792214346
2010-08-15,146.84789923522877
2010-08-16,144.953819572681
2010-08-17,142.99833644889515
2010-08-18,141.17726893610705
2010-08-19,139.886986368518
2010-08-20,140.6768527742604
2010-08-21,139.53469431182657
2010-08-22,138.14907362798743
2010-08-23,138.6094893552856
2010-08-24,135.98892452831598
2010-08-25,138.3294430694673
2010-08-26,134.49588963841154
2010-08-27,132.1358923746942
2010-08-28,131.599807039906
2010-08-29,132.86265348781163
2010-08-30,133.0034708391806
2010-08-31,136.51191352988477
2010-09-01,136.71216195695783
2010-09-02,137.9691575199663
2010-09-03,136.65953129956281
2010-09-04,137.92318116221222
2010-09-05,140.2920424264965
2010-09-06,142.39211646695247
2010-09-07,143.32881489091565
2010-09-08,142.41546376932118
2010-09-09,142.18374764626628
2010-09-10,145.12015886975297
2010-09-11,146.46338923187884
2010-09-12,145.71099080444338
2010-09-13,144.59605328569114
2010-09-14,144.2345912794359
2010-09-15,143.70422328820402
2010-09-16,143.358347615456
2010-09-17,142.753469990688
2010-09-18,142.25813656135952
2010-09-19,142.4105250521028
2010-09-20,143.71465691636976
2010-09-21,142.63642936262167
2010-09-22,143.36529955398117
2010-09-23,139.04003419454492
2010-09-24,136.42815159546402
2010-09-25,134.55347369746693
2010-09-26,134.06495577229083
2010-09-27,134.94656720364176
2010-09-28,137.12097831168856
2010-09-29,136.06311023044213
2010-09-30,132.21818426964475
2010-10-01,132.01393976708619
2010-10-02,134.224053388615
2010-10-03,132.1341371290625
2010-10-04,133.4029625511253
2010-10-05,133.1656914668628
2010-10-06,134.29605761283634
2010-10-07,134.7786258829225
2010-10-08,133.68495060287657
2010-10-09,133.90325787748094
2010-10-10,133.4977327568213
2010-10-11,131.43860621846957
2010-10-12,131.72222742459616
2010-10-13,132.1214784664554
2010-10-14,130.83706141577701
2010-10-15,132.05836598930162
2010-10-16,132.57909966919763
2010-10-17,132.80651020483964
2010-10-18,134.04660328419615
2010-10-19,131.24527754406975
2010-10-20,135.0015317483206
2010-10-21,135.57913807866467
2010-10-22,134.71596548087007
2010-10-23,134.99526022491003
2010-10-24,138.18013005353976
2010-10-25,136.74258080113958
2010-10-26,135.95030601490828
2010-10-27,138.24515488642024
2010-10-28,136.43987199141807
2010-10-29,136.77323163457805
2010-10-30,137.2602441226564
2010-10-31,136.1435576585141
2010-11-01,136.15009792294677
2010-11-02,138.09775549432604
2010-11-03,137.97912007195342
2010-11-04,137.49192011667907
2010-11-05,138.56962484011288
2010-11-06,139.98137359787455
2010-11-07,136.5955193219354
2010-11-08,133.1007717926734
2010-11-09,131.91472816935848
2010-11-10,131.32949945705153
2010-11-11,130.15658230105444
2010-11-12,127.68547647788071
2010-11-13,130.40361603713248
2010-11-14,126.709174382836
2010-11-15,127.22367952811699
2010-11-16,127.84798662674984
2010-11-17,126.9601899836497
2010-11-18,127.02135381458032
2010-11-19,127.12085023643954
2010-11-20,126.36608667763949
2010-11-21,126.10545755598002
2010-11-22,126.51649474925011
2010-11-23,125.90808780910005
2010-11-24,127.35964376382677
2010-11-25,129.208950389354
2010-11-26,132.4146703783988
2010-11-27,135.55506811196327
2010-11-28,136.32418798657616
2010-11-29,136.56879764926012
2010-11-30,137.9483975377873
2010-12-01,135.37392302905945
2010-12-02,137.22280298466234
2010-12-03,139.9584199077864
2010-12-04,140.44985524921356
2010-12-05,140.12490925669618
2010-12-06,140.8095635228817
2010-12-07,140.04237836567947
2010-12-08,140.83601093201756
2010-12-09,137.30651844022503
2010-12-10,137.9211357982519
2010-12-11,136.12984175414803
2010-12-12,138.0578085408288
2010-12-13,137.02825302514708
2010-12-14,137.29325434610797
2010-12-15,135.08912035059376
2010-12-16,135.54831942642238
2010-12-17,137.3526176891718
2010-12-18,140.82615596509126
2010-12-19,141.86520715507515
2010-12-20,140.48228511324038
2010-12-21,140.08592308170512
2010-12-22,139.86010427913283
2010-12-23,137.98653610419802
2010-12-24,136.6730914055453
2010-12-25,138.90124024590384
2010-12-26,136.1621645084356
2010-12-27,135.95605056563804
2010-12-28,139.67796443812813
2010-12-29,140.95281020142264
2010-12-30,138.89625796293888
2010-12-31,142.46454829947882
2011-01-01,140.7607777943229
2011-01-02,141.29547382007826
2011-01-03,141.77721421672757
2011-01-04,143.91740014455607
2011-01-05,145.44207704709726
2011-01-06,148.4386150248533
2011-01-07,147.44704159993435
2011-01-08,146.99090956182417
2011-01-09,143.38938897566916
2011-01-10,143.20202190095534
2011-01-11,139.87913686482185
2011-01-12,137.10955949982733
2011-01-13,135.63000982060169
2011-01-14,134.7111317323141
2011-01-15,135.3164642991887
2011-01-16,137.6158746078275
2011-01-17,138.73850593190417
2011-01-18,137.28403299758702
2011-01-19,135.6448611850722
2011-01-20,134.27496062246487
2011-01-21,136.72054312171457
2011-01-22,136.5998673218265
2011-01-23,138.35515873143243
2011-01-24,137.72184473164623
2011-01-25,137.51426939698578
2011-01-26,137.45924246673292
2011-01-27,138.69608186970098
2011-01-28,136.98571054968278
2011-01-29,137.61609863049924
2011-01-30,136.93341179108532
2011-01-31,140.63506428688862
2011-02-01,144.58012275003017
2011-02-02,143.12902619856564
2011-02-03,145.1601746708277
2011-02-04,142.76747158816613
2011-02-05,142.47688540757488
2011-02-06,143.82977238292207
2011-02-07,145.51838392754289
2011-02-08,146.21801755690166
2011-02-09,144.22311558202694
2011-02-10,142.7869214187036
2011-02-11,144.11027248092816
2011-02-12,149.6809987458816
2011-02-13,146.79781163652623
2011-02-14,144.77654126608135
2011-02-15,141.91478876760013
2011-02-16,138.91388729342364
2011-02-17,139.13681179014344
2011-02-18,137.48629130954825
2011-02-19,135.368360758242
2011-02-20,134.35426376820567
2011-02-21,132.9651459282147
2011-02-22,132.83072633825864
2011-02-23,132.8272732405952
2011-02-24,132.67234610696352
2011-02-25,134.7986292896608
2011-02-26,135.73181421124244
2011-02-27,136.11907052416575
2011-02-28,136.5475952839373
2011-03-01,139.92941642738379
2011-03-02,142.41211717264568
2011-03-03,140.53537638244043
2011-03-04,137.96477113104078
2011-03-05,136.8486198996791
2011-03-06,137.03435166313076
2011-03-07,136.02771181907062
2011-03-08,135.38553919383543
2011-03-09,133.2619253774209
2011-03-10,132.88247397771443
2011-03-11,130.63492673687978
2011-03-12,129.17856756346137
2011-03-13,125.85950184140842
2011-03-14,129.5832186497948
2011-03-15,130.5574962685851
